ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Type_of_Issuer,Use_of_Proceed,Principal_Currency,F1985,F1986,F1987,F1990,F1991,F1992,F1993,F1994,F1999,F2000,F2002,F2003,F2004,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021,F2022
227,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Carbon reduction through reforestation and avoided deforestation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0021804
228,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Carbon reduction through reforestation and avoided deforestation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.980629
229,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,China Urban Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001464
230,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,China Urban Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.344133
231,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,"Circular Economy Adapted/Eco-efficient Products, Production Technologies/Processes",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01469
232,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,"Circular Economy Adapted/Eco-efficient Products, Production Technologies/Processes",Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.55537
233,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Clean Transport,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3648469
234,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Clean Transport,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.3931
235,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Climate Change Adaptation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1212421
236,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Climate Change Adaptation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.9445
237,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,E-education programs - Education Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002322
238,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,E-education programs - Education Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5303521
239,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Economic Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.43e-05
240,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Economic Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1468429
241,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Electric & Public Power,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007937
242,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Electric & Public Power,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.813023
243,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Eligible Green Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0893121
244,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Eligible Green Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0091
245,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Employee stock ownership plan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.07e-05
246,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Employee stock ownership plan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2071852
247,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Energy Efficiency,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2100855
248,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Energy Efficiency,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.883
249,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmental Protection Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001825
250,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmental Protection Projects,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.168824
251,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmentally Sustainable Products,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007233
252,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Environmentally Sustainable Products,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65215
253,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Equipment Upgrade/Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002185
254,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Equipment Upgrade/Construction,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4991167
255,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Financing of Subordinated Loan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001959
256,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Financing of Subordinated Loan,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4475129
257,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Funding new technologies to reduce GHS emissions,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001697
258,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Funding new technologies to reduce GHS emissions,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3875396
259,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Gas,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002774
260,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Gas,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6337318
261,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0041381
262,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.452381
263,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24e-07
264,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001197
265,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Refinance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0004268
266,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Refinance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.974993
267,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Working Capital,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7e-05
268,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,General Purpose/Working Capital,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1529794
269,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Green Construction/Buildings,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055702
270,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Green Construction/Buildings,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.236
271,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Higher Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.63e-05
272,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Higher Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1514041
273,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Industrial Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.72e-05
274,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Industrial Development,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0622269
275,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Infrastructure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0006245
276,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Infrastructure,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.426406
277,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Land Preservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0002412
278,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Land Preservation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5509531
279,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Merger or Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0005208
280,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Merger or Acquisition,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.189538
281,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001341
282,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3063186
283,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0032345
284,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Education,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.388283
285,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Housing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0007138
286,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Housing,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.630424
287,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Public Service,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003159
288,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Public Service,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.721544
289,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Transportation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001895
290,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Other Transportation,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4328551
291,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pandemic,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.19e-05
292,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pandemic,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0727802
293,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001009
294,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2305721
295,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Prevention & Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0048788
296,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Pollution Prevention & Control,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.14432
297,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Production/Supply of Cannabis,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25e-05
298,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Production/Supply of Cannabis,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0971005
299,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Project Finance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0003444
300,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Billion US Dollars,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Project Finance,Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.786726
301,World,,WLD,Cumulative Green Bond Issuances by Use of Proceeds,Share,"Refinitiv. Accessed on 2023-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",Not Applicable,Property Expendit (acquisit/development),Not Applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.39e-05
